nombre,sector,ciudad,telefono,address,rating,reviews,website,maps_url,wa_link,wa_mensaje,estado,notas,fecha_contacto
Bar Restaurante La Kazuela,restaurante,Getxo,946 67 30 59,"Mayor Kalea, 17, 48930 Areeta / Las Arenas, Bizkaia, España",4.2,1958,,https://maps.google.com/?cid=16368391871596612381,https://wa.me/34946673059?text=Hola%20Bar%20Restaurante%20La%20Kazuela%20%F0%9F%91%8B%20Os%20vi%20en%20Getxo%20y%20me%20surgi%C3%B3%20una%20idea%3A%20%C2%BFy%20si%20vuestra%20IA%20atendiera%20las%20reservas%20telef%C3%B3nicas%20de%20noche%2Ffin%20de%20semana%20sin%20perder%20ninguna%20llamada%3F%20Sin%20apps%2C%20sin%20cambios.%20%C2%BFHablamos%3F,"Hola Bar Restaurante La Kazuela 👋 Os vi en Getxo y me surgió una idea: ¿y si vuestra IA atendiera las reservas telefónicas de noche/fin de semana sin perder ninguna llamada? Sin apps, sin cambios. ¿Hablamos?",,,
"RESTAURANTE EL AMARRE GETXO (ANTIGUO ""PARRILLAS DEL MAR"")",restaurante,Getxo,603 38 45 94,"PUERTO DEPORTIVO DE GETXO, LOCALES 13-14, 48992 GETXO, Bizkaia, España",4.5,94,http://www.barrestauranteelamarre.net/,https://maps.google.com/?cid=4383978286537408980,https://wa.me/34603384594?text=Hola%20RESTAURANTE%20EL%20AMARRE%20GETXO%20(ANTIGUO%20%22PARRILLAS%20DEL%20MAR%22)%20%F0%9F%91%8B%20Os%20vi%20en%20Getxo%20y%20me%20surgi%C3%B3%20una%20idea%3A%20%C2%BFy%20si%20vuestra%20IA%20atendiera%20las%20reservas%20telef%C3%B3nicas%20de%20noche%2Ffin%20de%20semana%20sin%20perder%20ninguna%20llamada%3F%20Sin%20apps%2C%20sin%20cambios.%20%C2%BFHablamos%3F,"Hola RESTAURANTE EL AMARRE GETXO (ANTIGUO ""PARRILLAS DEL MAR"") 👋 Os vi en Getxo y me surgió una idea: ¿y si vuestra IA atendiera las reservas telefónicas de noche/fin de semana sin perder ninguna llamada? Sin apps, sin cambios. ¿Hablamos?",,,
Talleres Zalla,taller mecánico,Getxo,944 63 66 62,"Bidearte Kalea, 1, 48930 Areeta / Las Arenas, Bizkaia, España",4.7,51,http://tallereszalla.com/,https://maps.google.com/?cid=14258793861838473081,https://wa.me/34944636662?text=Hola%20Talleres%20Zalla%20%F0%9F%91%8B%20Ofrezco%20a%20talleres%20en%20Getxo%20una%20IA%20que%20atiende%20llamadas%20de%20clientes%2024h%3A%20citas%2C%20presupuestos%2C%20consultas.%20T%C3%BA%20solo%20ves%20lo%20que%20entra.%20%C2%BFTe%20interesa%20probarlo%20gratis%207%20d%C3%ADas%3F,"Hola Talleres Zalla 👋 Ofrezco a talleres en Getxo una IA que atiende llamadas de clientes 24h: citas, presupuestos, consultas. Tú solo ves lo que entra. ¿Te interesa probarlo gratis 7 días?",,,
Taller GnG Getxo,taller mecánico,Getxo,660 58 21 73,"Crta Bilbao-Plentzia, km 18, 48993 Getxo, Bizkaia, España",4.3,210,http://www.gng.es/,https://maps.google.com/?cid=2195716116842342282,https://wa.me/34660582173?text=Hola%20Taller%20GnG%20Getxo%20%F0%9F%91%8B%20Ofrezco%20a%20talleres%20en%20Getxo%20una%20IA%20que%20atiende%20llamadas%20de%20clientes%2024h%3A%20citas%2C%20presupuestos%2C%20consultas.%20T%C3%BA%20solo%20ves%20lo%20que%20entra.%20%C2%BFTe%20interesa%20probarlo%20gratis%207%20d%C3%ADas%3F,"Hola Taller GnG Getxo 👋 Ofrezco a talleres en Getxo una IA que atiende llamadas de clientes 24h: citas, presupuestos, consultas. Tú solo ves lo que entra. ¿Te interesa probarlo gratis 7 días?",,,
Getxo Automóviles,taller mecánico,Getxo,944 80 31 11,"Iturriondo Kalea, 10-12, 12, 48940, Bizkaia, España",4.3,28,http://www.getxoautomoviles.es/,https://maps.google.com/?cid=17856335364385288028,https://wa.me/34944803111?text=Hola%20Getxo%20Autom%C3%B3viles%20%F0%9F%91%8B%20Ofrezco%20a%20talleres%20en%20Getxo%20una%20IA%20que%20atiende%20llamadas%20de%20clientes%2024h%3A%20citas%2C%20presupuestos%2C%20consultas.%20T%C3%BA%20solo%20ves%20lo%20que%20entra.%20%C2%BFTe%20interesa%20probarlo%20gratis%207%20d%C3%ADas%3F,"Hola Getxo Automóviles 👋 Ofrezco a talleres en Getxo una IA que atiende llamadas de clientes 24h: citas, presupuestos, consultas. Tú solo ves lo que entra. ¿Te interesa probarlo gratis 7 días?",,,
Talleres Romo,taller mecánico,Getxo,944 63 11 40,"Ālonso Kāleā, 1, 48930 Areeta / Las Arenas, Bizkaia, España",4.8,62,,https://maps.google.com/?cid=7324854316405181738,https://wa.me/34944631140?text=Hola%20Talleres%20Romo%20%F0%9F%91%8B%20Ofrezco%20a%20talleres%20en%20Getxo%20una%20IA%20que%20atiende%20llamadas%20de%20clientes%2024h%3A%20citas%2C%20presupuestos%2C%20consultas.%20T%C3%BA%20solo%20ves%20lo%20que%20entra.%20%C2%BFTe%20interesa%20probarlo%20gratis%207%20d%C3%ADas%3F,"Hola Talleres Romo 👋 Ofrezco a talleres en Getxo una IA que atiende llamadas de clientes 24h: citas, presupuestos, consultas. Tú solo ves lo que entra. ¿Te interesa probarlo gratis 7 días?",,,
Talleres Dani,taller mecánico,Getxo,946 21 25 22,"Elorri Kalea, 6, BJ, 48991 Algorta, Bizkaia, España",4.7,26,,https://maps.google.com/?cid=6903093652587326598,https://wa.me/34946212522?text=Hola%20Talleres%20Dani%20%F0%9F%91%8B%20Ofrezco%20a%20talleres%20en%20Getxo%20una%20IA%20que%20atiende%20llamadas%20de%20clientes%2024h%3A%20citas%2C%20presupuestos%2C%20consultas.%20T%C3%BA%20solo%20ves%20lo%20que%20entra.%20%C2%BFTe%20interesa%20probarlo%20gratis%207%20d%C3%ADas%3F,"Hola Talleres Dani 👋 Ofrezco a talleres en Getxo una IA que atiende llamadas de clientes 24h: citas, presupuestos, consultas. Tú solo ves lo que entra. ¿Te interesa probarlo gratis 7 días?",,,
Clínica Marta Soares - Medicina Estética Getxo,estética,Getxo,674 49 39 12,"C. Reina María Cristina, 10, 5ºB, 48930 Areeta / Las Arenas, Vizcaya, España",5,110,https://www.clinicacmigetxo.com/,https://maps.google.com/?cid=17552756233120408885,https://wa.me/34674493912?text=Hola%20Cl%C3%ADnica%20Marta%20Soares%20-%20Medicina%20Est%C3%A9tica%20Getxo%20%F0%9F%91%8B%20Vi%20vuestro%20centro%20en%20Getxo.%20Trabajo%20con%20centros%20de%20est%C3%A9tica%20para%20automatizar%20las%20reservas%20telef%C3%B3nicas%20con%20IA%20%E2%80%94%20sin%20perder%20una%20llamada%20aunque%20est%C3%A9is%20atendiendo.%20%C2%BFTe%20cuento%3F,Hola Clínica Marta Soares - Medicina Estética Getxo 👋 Vi vuestro centro en Getxo. Trabajo con centros de estética para automatizar las reservas telefónicas con IA — sin perder una llamada aunque estéis atendiendo. ¿Te cuento?,,,
Esencia Estética - Getxo | Medicina Estética y Depilación Láser,estética,Getxo,672 50 78 46,"Sarrikobaso Kalea, 41, 48993 Andra Mari, Bizkaia, España",4.9,304,https://esenciaestetica.com/centros-de-medicina-estetica/algorta-getxo/,https://maps.google.com/?cid=7047778935449765075,https://wa.me/34672507846?text=Hola%20Esencia%20Est%C3%A9tica%20-%20Getxo%20%7C%20Medicina%20Est%C3%A9tica%20y%20Depilaci%C3%B3n%20L%C3%A1ser%20%F0%9F%91%8B%20Vi%20vuestro%20centro%20en%20Getxo.%20Trabajo%20con%20centros%20de%20est%C3%A9tica%20para%20automatizar%20las%20reservas%20telef%C3%B3nicas%20con%20IA%20%E2%80%94%20sin%20perder%20una%20llamada%20aunque%20est%C3%A9is%20atendiendo.%20%C2%BFTe%20cuento%3F,Hola Esencia Estética - Getxo | Medicina Estética y Depilación Láser 👋 Vi vuestro centro en Getxo. Trabajo con centros de estética para automatizar las reservas telefónicas con IA — sin perder una llamada aunque estéis atendiendo. ¿Te cuento?,,,
Clínica Medicina Estética - Dra. Alexandra Matute,estética,Getxo,624 66 83 36,"Av. del Ángel, 2, Bajo, 48993 Andra Mari, Vizcaya, España",4.9,32,https://www.draalexandramatute.es/,https://maps.google.com/?cid=7129302406038510958,https://wa.me/34624668336?text=Hola%20Cl%C3%ADnica%20Medicina%20Est%C3%A9tica%20-%20Dra.%20Alexandra%20Matute%20%F0%9F%91%8B%20Vi%20vuestro%20centro%20en%20Getxo.%20Trabajo%20con%20centros%20de%20est%C3%A9tica%20para%20automatizar%20las%20reservas%20telef%C3%B3nicas%20con%20IA%20%E2%80%94%20sin%20perder%20una%20llamada%20aunque%20est%C3%A9is%20atendiendo.%20%C2%BFTe%20cuento%3F,Hola Clínica Medicina Estética - Dra. Alexandra Matute 👋 Vi vuestro centro en Getxo. Trabajo con centros de estética para automatizar las reservas telefónicas con IA — sin perder una llamada aunque estéis atendiendo. ¿Te cuento?,,,
Janire Casais - Estética y Bienestar. Centro de estética en Getxo,estética,Getxo,944 66 18 59,"Adiskidetasuna Kalea, 2, 48930 Las Arenas, Bizkaia, España",4.9,68,http://janirecasais.com/,https://maps.google.com/?cid=14352310343998062355,https://wa.me/34944661859?text=Hola%20Janire%20Casais%20-%20Est%C3%A9tica%20y%20Bienestar.%20Centro%20de%20est%C3%A9tica%20en%20Getxo%20%F0%9F%91%8B%20Vi%20vuestro%20centro%20en%20Getxo.%20Trabajo%20con%20centros%20de%20est%C3%A9tica%20para%20automatizar%20las%20reservas%20telef%C3%B3nicas%20con%20IA%20%E2%80%94%20sin%20perder%20una%20llamada%20aunque%20est%C3%A9is%20atendiendo.%20%C2%BFTe%20cuento%3F,Hola Janire Casais - Estética y Bienestar. Centro de estética en Getxo 👋 Vi vuestro centro en Getxo. Trabajo con centros de estética para automatizar las reservas telefónicas con IA — sin perder una llamada aunque estéis atendiendo. ¿Te cuento?,,,
La Vie En Rose - Estética,estética,Getxo,944 80 87 97,"Zugatzarte Etorb., 8, 48930 Areeta / Las Arenas, Bizkaia, España",5,130,https://esteticalavieenrose.com/,https://maps.google.com/?cid=15538400148601910725,https://wa.me/34944808797?text=Hola%20La%20Vie%20En%20Rose%20-%20Est%C3%A9tica%20%F0%9F%91%8B%20Vi%20vuestro%20centro%20en%20Getxo.%20Trabajo%20con%20centros%20de%20est%C3%A9tica%20para%20automatizar%20las%20reservas%20telef%C3%B3nicas%20con%20IA%20%E2%80%94%20sin%20perder%20una%20llamada%20aunque%20est%C3%A9is%20atendiendo.%20%C2%BFTe%20cuento%3F,Hola La Vie En Rose - Estética 👋 Vi vuestro centro en Getxo. Trabajo con centros de estética para automatizar las reservas telefónicas con IA — sin perder una llamada aunque estéis atendiendo. ¿Te cuento?,,,
Synergym Getxo,gimnasio,Getxo,,"Av. Algortako Etorbidea, 74, 48991 Algorta, Vizcaya, España",4.5,326,https://synergym.es/getxo/,https://maps.google.com/?cid=12201756224975635172,,(sin teléfono — buscar manualmente),,,
Gimnasio VivaGym Leioa,gimnasio,Getxo,,"Amaia Kalea, 29, 48930 Areeta / Las Arenas, Bizkaia, España",4.5,446,https://www.vivagym.com/es-es/gimnasios/vizcaya/artea/leioa/?utm_campaign=250922_es_gmb_conversion_generic_leioa&utm_medium=organic&utm_source=gmb,https://maps.google.com/?cid=6635447911878835743,,(sin teléfono — buscar manualmente),,,
UP Arena,gimnasio,Getxo,944 80 22 50,"C. las Mercedes Kalea, 21, 48930 Areeta / Las Arenas, Vizcaya, España",4.3,130,http://www.uparena.net/,https://maps.google.com/?cid=14558651117596984508,https://wa.me/34944802250?text=Hola%20UP%20Arena%20%F0%9F%91%8B%20Vi%20vuestro%20gimnasio%20en%20Getxo.%20Ofrezco%20una%20IA%20que%20atiende%20llamadas%2024h%3A%20altas%2C%20horarios%2C%20clases.%20Los%20clientes%20llaman%20cuando%20quieren%2C%20vosotros%20no%20perd%C3%A9is%20ninguna%20alta.%20%C2%BFTe%20cuento%20en%205%20min%3F,"Hola UP Arena 👋 Vi vuestro gimnasio en Getxo. Ofrezco una IA que atiende llamadas 24h: altas, horarios, clases. Los clientes llaman cuando quieren, vosotros no perdéis ninguna alta. ¿Te cuento en 5 min?",,,
Gimnasio Imagen,gimnasio,Getxo,946 08 96 43,"Sarrikobaso Kalea, 18, Bajo, 48991 Algorta, Bizkaia, España",4.7,37,http://imagengym.wordpress.com/,https://maps.google.com/?cid=7148775351054935828,https://wa.me/34946089643?text=Hola%20Gimnasio%20Imagen%20%F0%9F%91%8B%20Vi%20vuestro%20gimnasio%20en%20Getxo.%20Ofrezco%20una%20IA%20que%20atiende%20llamadas%2024h%3A%20altas%2C%20horarios%2C%20clases.%20Los%20clientes%20llaman%20cuando%20quieren%2C%20vosotros%20no%20perd%C3%A9is%20ninguna%20alta.%20%C2%BFTe%20cuento%20en%205%20min%3F,"Hola Gimnasio Imagen 👋 Vi vuestro gimnasio en Getxo. Ofrezco una IA que atiende llamadas 24h: altas, horarios, clases. Los clientes llaman cuando quieren, vosotros no perdéis ninguna alta. ¿Te cuento en 5 min?",,,
ALPHA Entrenamendu Funtzionala,gimnasio,Getxo,944 65 79 78,"Polígono Industrial Errotatxu Ind., A9, 48993 Andra Mari, Bizkaia, España",4.9,73,,https://maps.google.com/?cid=11599767827048527052,https://wa.me/34944657978?text=Hola%20ALPHA%20Entrenamendu%20Funtzionala%20%F0%9F%91%8B%20Vi%20vuestro%20gimnasio%20en%20Getxo.%20Ofrezco%20una%20IA%20que%20atiende%20llamadas%2024h%3A%20altas%2C%20horarios%2C%20clases.%20Los%20clientes%20llaman%20cuando%20quieren%2C%20vosotros%20no%20perd%C3%A9is%20ninguna%20alta.%20%C2%BFTe%20cuento%20en%205%20min%3F,"Hola ALPHA Entrenamendu Funtzionala 👋 Vi vuestro gimnasio en Getxo. Ofrezco una IA que atiende llamadas 24h: altas, horarios, clases. Los clientes llaman cuando quieren, vosotros no perdéis ninguna alta. ¿Te cuento en 5 min?",,,
ACADEMIA EDISON GETXO,academia,Getxo,944 91 46 41,"Torrene Kalea, 9, 48991 Algorta, Bizkaia, España",4.8,49,http://www.academiasedison.com/,https://maps.google.com/?cid=5963009300218906946,https://wa.me/34944914641?text=Hola%20ACADEMIA%20EDISON%20GETXO%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Getxo.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola ACADEMIA EDISON GETXO 👋 Vi vuestra academia en Getxo. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
Academia Ibaigane,academia,Getxo,946 02 34 68,"Ibaigane Kalea, 2B, 48930 Areeta / Las Arenas, Bizkaia, España",4.8,5,http://academiaibaigane.com/,https://maps.google.com/?cid=13949121437072710234,https://wa.me/34946023468?text=Hola%20Academia%20Ibaigane%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Getxo.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola Academia Ibaigane 👋 Vi vuestra academia en Getxo. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
IKASTOKI Apoyo Escolar y Escuela de Idiomas,academia,Getxo,946 94 84 57,"Avenida del Ángel, 4, Jata Kalea, 3, 48993 Andra Mari, Bizkaia, España",4.9,10,https://ikastoki.com/,https://maps.google.com/?cid=6041480033276956858,https://wa.me/34946948457?text=Hola%20IKASTOKI%20Apoyo%20Escolar%20y%20Escuela%20de%20Idiomas%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Getxo.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola IKASTOKI Apoyo Escolar y Escuela de Idiomas 👋 Vi vuestra academia en Getxo. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
Academia de Francés BonjourGetxo! Las Arenas,academia,Getxo,670 31 88 94,"C. Mayor, 20 Bis, 1º planta, Dpto.13, 48930 Areeta / Las Arenas, Vizcaya, España",5,130,http://www.bonjourgetxo.com/,https://maps.google.com/?cid=3535449287202015048,https://wa.me/34670318894?text=Hola%20Academia%20de%20Franc%C3%A9s%20BonjourGetxo!%20Las%20Arenas%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Getxo.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola Academia de Francés BonjourGetxo! Las Arenas 👋 Vi vuestra academia en Getxo. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
Academia Números,academia,Getxo,615 70 00 55,"Txakursolo Kalea, 21, 48992 Algorta, Bizkaia, España",5,8,http://www.academianumeros.es/,https://maps.google.com/?cid=2179747154312791761,https://wa.me/34615700055?text=Hola%20Academia%20N%C3%BAmeros%20%F0%9F%91%8B%20Vi%20vuestra%20academia%20en%20Getxo.%20Tengo%20una%20IA%20que%20atiende%20consultas%20telef%C3%B3nicas%20y%20matriculaciones%2024h%20sin%20que%20teng%C3%A1is%20que%20coger%20el%20tel%C3%A9fono.%20%C2%BFTe%20interesa%20verlo%3F,Hola Academia Números 👋 Vi vuestra academia en Getxo. Tengo una IA que atiende consultas telefónicas y matriculaciones 24h sin que tengáis que coger el teléfono. ¿Te interesa verlo?,,,
Mc Peluqueros,peluquería,Pamplona,948 17 02 10,"Av. de Pío XII, 17 TRASERA, 31008 Pamplona, Navarra, España",4.9,1037,http://www.mcpeluqueros.es/,https://maps.google.com/?cid=5193634134119404463,https://wa.me/34948170210?text=Hola%20Mc%20Peluqueros%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Pamplona.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Mc Peluqueros 👋 Vi vuestra peluquería en Pamplona. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Naturbel Estilistas,peluquería,Pamplona,636 96 22 42,"Grupo Rinaldi, 1, Bajo, 31007 Pamplona, Navarra, España",4.9,183,https://www.naturbelestilistas.com/,https://maps.google.com/?cid=18336475145964360152,https://wa.me/34636962242?text=Hola%20Naturbel%20Estilistas%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Pamplona.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Naturbel Estilistas 👋 Vi vuestra peluquería en Pamplona. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Peluquería en Pamplona - Marco P.M. Estilismo,peluquería,Pamplona,948 27 82 14,"C. del Monasterio de Urdax, 38, 31011 Pamplona, Navarra, España",4.7,187,https://marcopm.com/,https://maps.google.com/?cid=6609788954960045273,https://wa.me/34948278214?text=Hola%20Peluquer%C3%ADa%20en%20Pamplona%20-%20Marco%20P.M.%20Estilismo%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Pamplona.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Peluquería en Pamplona - Marco P.M. Estilismo 👋 Vi vuestra peluquería en Pamplona. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
KIRA estilistas,peluquería,Pamplona,948 27 07 82,"C. de Iñigo Arista, 19, 31007 Pamplona, Navarra, España",4.8,134,https://www.kiraestilistas.com/,https://maps.google.com/?cid=12366536019433490059,https://wa.me/34948270782?text=Hola%20KIRA%20estilistas%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Pamplona.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola KIRA estilistas 👋 Vi vuestra peluquería en Pamplona. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Zhoe Estilistas,peluquería,Pamplona,948 22 32 11,"C. Calderería, 1, 31001 Pamplona, Navarra, España",4.9,144,,https://maps.google.com/?cid=11665552251992862614,https://wa.me/34948223211?text=Hola%20Zhoe%20Estilistas%20%F0%9F%91%8B%20Vi%20vuestra%20peluquer%C3%ADa%20en%20Pamplona.%20Tengo%20una%20soluci%C3%B3n%20de%20IA%20que%20atiende%20reservas%20telef%C3%B3nicas%2024h%20sin%20que%20tengas%20que%20coger%20el%20tel%C3%A9fono%20t%C3%BA%20(o%20tu%20equipo).%20%C2%BFTe%20cuento%20en%205%20minutos%20c%C3%B3mo%20funciona%3F,Hola Zhoe Estilistas 👋 Vi vuestra peluquería en Pamplona. Tengo una solución de IA que atiende reservas telefónicas 24h sin que tengas que coger el teléfono tú (o tu equipo). ¿Te cuento en 5 minutos cómo funciona?,,,
Clínica Dental Bayona - Dentista en Iturrama - Pamplona,clínica dental,Pamplona,948 17 74 94,"C. Pedro I, 3, Bajo, 31007 Pamplona, Navarra, España",4.9,467,http://www.clinicabayona.es/,https://maps.google.com/?cid=7999701802980246696,https://wa.me/34948177494?text=Hola%20Cl%C3%ADnica%20Dental%20Bayona%20-%20Dentista%20en%20Iturrama%20-%20Pamplona%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Pamplona%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Clínica Dental Bayona - Dentista en Iturrama - Pamplona 👋 Trabajo con clínicas dentales en Pamplona para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Salud Navarra Clínica Dental,clínica dental,Pamplona,948 25 12 45,"C. de la Rioja, 1Bajo, 31008 Pamplona, Navarra, España",4.5,384,https://clinicadentalpamplona.com/,https://maps.google.com/?cid=4417857377667256173,https://wa.me/34948251245?text=Hola%20Salud%20Navarra%20Cl%C3%ADnica%20Dental%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Pamplona%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Salud Navarra Clínica Dental 👋 Trabajo con clínicas dentales en Pamplona para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Clínica Dental Francisco Sada,clínica dental,Pamplona,948 24 79 13,"C. de Tudela, 15, 31003 Pamplona, Navarra, España",4.8,42,https://www.sadadent.es/,https://maps.google.com/?cid=2168335994724163194,https://wa.me/34948247913?text=Hola%20Cl%C3%ADnica%20Dental%20Francisco%20Sada%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Pamplona%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Clínica Dental Francisco Sada 👋 Trabajo con clínicas dentales en Pamplona para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Clínica Dental Sannas Dentofacial,clínica dental,Pamplona,948 38 44 22,"Calle Madres de la Plaza de Mayo, 16, 31013 Pamplona, Navarra, España",4.5,241,http://www.sannasdentofacial.com/,https://maps.google.com/?cid=17276743271930950649,https://wa.me/34948384422?text=Hola%20Cl%C3%ADnica%20Dental%20Sannas%20Dentofacial%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Pamplona%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Clínica Dental Sannas Dentofacial 👋 Trabajo con clínicas dentales en Pamplona para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
Rituerto Clínica Dental Pamplona,clínica dental,Pamplona,948 24 79 94,"C. de Sangüesa, 6, 31003 Pamplona, Navarra, España",4.8,84,http://clinicadentalrituerto.com/,https://maps.google.com/?cid=1746817837500295606,https://wa.me/34948247994?text=Hola%20Rituerto%20Cl%C3%ADnica%20Dental%20Pamplona%20%F0%9F%91%8B%20Trabajo%20con%20cl%C3%ADnicas%20dentales%20en%20Pamplona%20para%20automatizar%20la%20recepci%C3%B3n%20telef%C3%B3nica%20con%20IA.%20Citas%2C%20confirmaciones%20y%20cancelaciones%20sin%20coste%20de%20personal%20extra.%20%C2%BFTienes%205%20minutos%20para%20verlo%3F,"Hola Rituerto Clínica Dental Pamplona 👋 Trabajo con clínicas dentales en Pamplona para automatizar la recepción telefónica con IA. Citas, confirmaciones y cancelaciones sin coste de personal extra. ¿Tienes 5 minutos para verlo?",,,
